ID,FromNodeID ,ToNodeID,FromNodeName,ToNodeName,Time,Distance,LineN,Section,Direction,Capacity
78,546,816,SXS,JXDD,120,0.32,5,38,UP,320
79,550,546,JCDD,SXS,392,0.84,5,39,UP,320
80,560,550,HL,JCDD,1107,3.02,5,40,UP,320
81,727,437,CJD,HSD,153,0.37,7,41,UP,240
82,437,242,HSD,DK,179,0.46,7,42,UP,240
83,242,132,DK,HCNZ,599,1.68,7,43,UP,240
84,132,546,HCNZ,SXS,120,0.37,7,44,UP,240
85,546,817,SXS,GPDD,110,0.33,7,45,UP,240
86,817,337,GPDD,TPY,106,0.3,7,46,UP,240
87,337,426,TPY,WHG,386,1.09,7,47,UP,240
88,426,229,WHG,YP,176,0.46,7,48,UP,240
89,229,536,YP,BZXEL,396,0.96,7,49,UP,240
90,536,122,BZXEL,HCB,69,0.15,7,50,UP,240
91,122,325,HCB,SMQ,150,0.4,7,51,UP,240
92,325,726,SMQ,LGDX,353,0.95,7,52,UP,240
93,437,727,HSD,CJD,153,0.37,7,41,DOWN,240
94,242,437,DK,HSD,179,0.46,7,42,DOWN,240
95,132,242,HCNZ,DK,599,1.68,7,43,DOWN,240
96,546,132,SXS,HCNZ,120,0.37,7,44,DOWN,240
97,817,546,GPDD,SXS,110,0.33,7,45,DOWN,240
98,337,817,TPY,GPDD,106,0.3,7,46,DOWN,240
99,426,337,WHG,TPY,386,1.09,7,47,DOWN,240
100,229,426,YP,WHG,176,0.46,7,48,DOWN,240
101,536,229,BZXEL,YP,396,0.96,7,49,DOWN,240
102,122,536,HCB,BZXEL,69,0.15,7,50,DOWN,240
103,325,122,SMQ,HCB,150,0.4,7,51,DOWN,240
104,726,325,LGDX,SMQ,353,0.95,7,52,DOWN,240
105,810,726,SLD,LGDX,240,0.19,8,53,DOWN,240
106,726,812,LGDX,SQL,660,0.9,8,54,DOWN,240
107,812,813,SQL,DDL,360,0.34,8,55,DOWN,240
108,813,815,DDL,NJQ,960,1.12,8,56,DOWN,240
109,815,816,NJQ,JXDD,540,0.64,8,57,DOWN,240
110,816,817,JXDD,GPDD,240,0.12,8,58,DOWN,240
111,817,818,GPDD,SY,660,0.86,8,59,DOWN,240
112,818,819,SY,LH,780,1.58,8,60,DOWN,240
113,726,810,LGDX,SLD,240,0.19,8,53,UP,240
114,812,726,SQL,LGDX,660,0.9,8,54,UP,240
115,813,812,DDL,SQL,360,0.34,8,55,UP,240
116,815,813,NJQ,DDL,960,1.12,8,56,UP,240
117,816,815,JXDD,NJQ,540,0.64,8,57,UP,240
118,817,816,GPDD,JXDD,240,0.12,8,58,UP,240
119,818,817,SY,GPDD,660,0.86,8,59,UP,240
120,819,818,LH,SY,780,1.58,8,60,UP,240
121,901,135,JRCD,FHY,188,0.38,9,61,UP,320
122,135,550,FHY,JCDD,140,0.31,9,62,UP,320
123,550,818,JCDD,SY,360,0.5,9,63,UP,320
124,818,907,SY,HX,94,0.65,9,64,UP,320
125,907,340,HX,WQNL,241,0.66,9,65,UP,320
126,340,424,WQNL,CDXZ,502,1.42,9,66,UP,320
127,424,913,CDXZ,HTB,130,0.37,9,67,UP,320
128,135,901,FHY,JRCD,188,0.38,9,61,DOWN,320
129,550,135,JCDD,FHY,140,0.31,9,62,DOWN,320
130,818,550,SY,JCDD,360,0.5,9,63,DOWN,320
131,907,818,HX,SY,94,0.65,9,64,DOWN,320
132,340,907,WQNL,HX,241,0.66,9,65,DOWN,320
133,424,340,CDXZ,WQNL,502,1.42,9,66,DOWN,320
134,913,424,HTB,CDXZ,130,0.37,9,67,DOWN,320
135,337,907,TPY,HXZ,224,0.71,10,68,DOWN,240
136,907,348,HXZ,SLXZ,948,3.02,10,69,DOWN,240
137,348,1036,SLXZ,XP,1362,4.34,10,70,DOWN,240
138,907,337,HXZ,TPY,224,0.71,10,68,UP,240
139,348,907,SLXZ,HXZ,948,3.02,10,69,UP,240
140,1036,348,XP,SLXZ,1362,4.34,10,70,UP,240
