ID,FromNodeID ,ToNodeID,FromNodeName,ToNodeName,Time,Distance,LineN,Section,Direction,Capacity
35,129,236,STYG,CXL,245,0.56,3,20,UP,240
36,236,329,CXL,EYY,73,0.15,3,21,UP,240
37,329,325,EYY,SMQ,322,0.73,3,22,UP,240
38,325,312,SMQ,CDYXY,1244,3.21,3,23,UP,240
39,340,348,WQNL,SLXZ,885,2.33,3,16,DOWN,240
40,337,340,TPY,WQNL,293,0.73,3,17,DOWN,240
41,335,337,GSQ,TPY,200,0.5,3,18,DOWN,240
42,129,335,STYG,GSQ,173,0.43,3,19,DOWN,240
43,236,129,CXL,STYG,245,0.56,3,20,DOWN,240
44,329,236,EYY,CXL,73,0.15,3,21,DOWN,240
45,325,329,SMQ,EYY,322,0.73,3,22,DOWN,240
46,312,325,CDYXY,SMQ,1244,3.21,3,23,DOWN,240
47,413,424,WS,CDXZ,1165,3.01,4,24,UP,240
48,424,426,CDXZ,WHG,230,0.62,4,25,UP,240
49,426,232,WHG,ZYD,236,0.53,4,26,UP,240
50,232,125,ZYD,LMS,182,0.44,4,27,UP,240
51,125,329,LMS,SEYY,156,0.34,4,28,UP,240
52,329,437,SEYY,HSD,417,1.06,4,29,UP,240
53,437,442,HSD,XHZ,524,1.38,4,30,UP,240
54,424,413,CDXZ,WS,1165,3.01,4,24,DOWN,240
55,426,424,WHG,CDXZ,230,0.62,4,25,DOWN,240
56,232,426,ZYD,WHG,236,0.53,4,26,DOWN,240
57,125,232,LMS,ZYD,182,0.44,4,27,DOWN,240
58,329,125,SEYY,LMS,156,0.34,4,28,DOWN,240
59,437,329,HSD,SEYY,417,1.06,4,29,DOWN,240
60,442,437,XHZ,HSD,524,1.38,4,30,DOWN,240
61,520,536,HGL,BZXEL,1454,3.02,5,31,DOWN,320
62,536,232,BZXEL,ZYDSYY,389,0.82,5,32,DOWN,320
63,232,335,ZYDSYY,GSQ,259,0.51,5,33,DOWN,320
64,335,546,GSQ,SXS,315,0.69,5,34,DOWN,320
65,546,550,SXS,JCDD,392,0.73,5,35,DOWN,320
66,550,560,JCDD,HL,1107,2.63,5,36,DOWN,320
67,536,520,BZXEL,HGL,1454,3.02,5,31,UP,320
68,232,536,ZYDSYY,BZXEL,389,0.82,5,32,UP,320
69,335,232,GSQ,ZYDSYY,259,0.51,5,33,UP,320
70,546,335,SXS,GSQ,315,0.69,5,34,UP,320
71,550,546,JCDD,SXS,392,0.73,5,35,UP,320
72,560,550,HL,JCDD,1107,2.63,5,36,UP,320
73,727,437,CJD,HSD,153,0.32,7,37,UP,240
74,437,242,HSD,DK,179,0.4,7,38,UP,240
75,242,132,DK,HCNZ,599,1.46,7,39,UP,240
76,132,546,HCNZ,SXS,120,0.33,7,40,UP,240
77,546,337,SXS,TPY,215,0.55,7,41,UP,240
78,337,426,TPY,WHG,386,0.95,7,42,UP,240
79,426,229,WHG,YP,176,0.4,7,43,UP,240
80,229,536,YP,BZXEL,396,0.84,7,44,UP,240
81,536,122,BZXEL,HCB,69,0.13,7,45,UP,240
82,122,325,HCB,SMQ,150,0.35,7,46,UP,240
83,325,726,SMQ,LGDX,353,0.82,7,47,UP,240
84,437,727,HSD,CJD,153,0.32,7,37,DOWN,240
85,242,437,DK,HSD,179,0.4,7,38,DOWN,240
86,132,242,HCNZ,DK,599,1.46,7,39,DOWN,240
87,546,132,SXS,HCNZ,120,0.33,7,40,DOWN,240
88,337,546,TPY,SXS,215,0.55,7,41,DOWN,240
89,426,337,WHG,TPY,386,0.95,7,42,DOWN,240
90,229,426,YP,WHG,176,0.4,7,43,DOWN,240
91,536,229,BZXEL,YP,396,0.84,7,44,DOWN,240
92,122,536,HCB,BZXEL,69,0.13,7,45,DOWN,240
93,325,122,SMQ,HCB,150,0.35,7,46,DOWN,240
94,726,325,LGDX,SMQ,353,0.82,7,47,DOWN,240
95,901,135,JRCD,FHY,188,0.33,9,48,UP,320
96,135,550,FHY,JCDD,140,0.27,9,49,UP,320
97,550,907,JCDD,HX,454,1.01,9,50,UP,320
98,907,340,HX,WQNL,241,0.58,9,51,UP,320
99,340,424,WQNL,CDXZ,502,1.23,9,52,UP,320
100,424,913,CDXZ,HTB,130,0.32,9,53,UP,320
101,135,901,FHY,JRCD,188,0.33,9,48,DOWN,320
102,550,135,JCDD,FHY,140,0.27,9,49,DOWN,320
103,907,550,HX,JCDD,454,1.01,9,50,DOWN,320
104,340,907,WQNL,HX,241,0.58,9,51,DOWN,320
105,424,340,CDXZ,WQNL,502,1.23,9,52,DOWN,320
106,913,424,HTB,CDXZ,130,0.32,9,53,DOWN,320
107,337,907,TPY,HXZ,224,0.62,10,54,DOWN,240
108,907,348,HXZ,SLXZ,948,2.63,10,55,DOWN,240
109,348,1036,SLXZ,XP,1362,3.78,10,56,DOWN,240
110,907,337,HXZ,TPY,224,0.62,10,54,UP,240
111,348,907,SLXZ,HXZ,948,2.63,10,55,UP,240
112,1036,348,XP,SLXZ,1362,3.78,10,56,UP,240
